product_id,product_name,category_id,price
144,Dress,20,162.7
287,Smartphone,10,86.23
722,Pen,40,247.97
490,Soccer Ball,50,179.13
336,Eraser,40,336.89
959,Smartphone,10,110.17
190,Painting,30,68.79
218,Eraser,40,354.8
852,Pillow,30,204.56
974,Headphones,10,292.12
991,Pillow,30,208.47
484,Notebook,40,53.18
780,Soccer Ball,50,203.93
932,T-shirt,20,260.14
981,Painting,30,366.42
320,Dress,20,106.66
814,Painting,30,83.97
911,Carpet,30,37.52
535,Smartphone,10,190.68
748,Smartwatch,10,301.1
884,Tablet,10,455.43
713,Eraser,40,83.92
248,Pillow,30,257.23
538,Eraser,40,266.15
400,Pen,40,389.49
481,Basketball,50,173.35
468,Notebook,40,408.46
816,Soccer Ball,50,326.55
651,Pants,20,85.92
188,Tent,50,28.5
335,Running Shoes,50,85.58
151,Skirt,20,31.41
471,Eraser,40,149.61
361,Dress,20,483.14
489,Running Shoes,50,236.22
671,Notebook,40,281.72
558,Headphones,10,51.1
789,Skirt,20,54.94
124,Tablet,10,36.1
281,Headphones,10,120.02
967,Blanket,30,77.42
976,Skirt,20,229.81
171,Pants,20,278.91
644,Blanket,30,157.56
802,Tent,50,128.55
450,Blanket,30,289.63
665,Pillow,30,477.17
957,Painting,30,376.19
502,Smartwatch,10,370.24
847,Pants,20,40.92
145,T-shirt,20,164.64
321,Headphones,10,143.88
234,Pen,40,176.13
631,Yoga Mat,50,402.56
854,Novel,40,366.14
756,Smartphone,10,338.88
825,T-shirt,20,125.64
148,Novel,40,291.22
990,Blanket,30,480.65
826,Eraser,40,67.7
442,Tablet,10,94.6
452,Pants,20,398.91
279,Pants,20,397.28
614,Eraser,40,73.59
150,Eraser,40,211.29
899,Pillow,30,230.49
539,Tent,50,99.16
266,Dress,20,474.27
909,Soccer Ball,50,414.37
742,Yoga Mat,50,329.05
685,Eraser,40,151.94
681,Notebook,40,232.24
761,Pen,40,109.97
241,Painting,30,487.93
702,Headphones,10,128.45
880,Smartphone,10,152.2
282,Dress,20,467.54
220,Headphones,10,252.5
792,Smartphone,10,221.15
954,Pillow,30,206.28
596,Pillow,30,199.31
110,Tent,50,68.22
985,Carpet,30,470.08
993,Soccer Ball,50,32.2
648,Blanket,30,202.55
172,Carpet,30,415.86
247,Novel,40,190.5
380,Pillow,30,302.49
440,Tent,50,121.5
890,Running Shoes,50,82.41
507,Skirt,20,255.89
588,Laptop,10,264.15
855,Yoga Mat,50,341.18
403,Carpet,30,247.25
676,Painting,30,355.4
819,Carpet,30,467.51
246,Dress,20,30.61
714,Skirt,20,329.92
263,Basketball,50,272.22
339,Skirt,20,442.3
455,Smartphone,10,156.21
463,Vase,30,494.66
889,Shirt,20,239.33
627,Notebook,40,362.11
674,Basketball,50,95.99
383,Blanket,30,40.44
125,Basketball,50,117.37
472,Yoga Mat,50,213.76
503,Running Shoes,50,66.96
521,Running Shoes,50,406.26
108,Soccer Ball,50,283.81
739,Notebook,40,410.06
301,Notebook,40,353.19
897,Tablet,10,25.55
317,Pillow,30,97.45
364,Eraser,40,195.85
983,Blanket,30,469.33
530,Soccer Ball,50,228.76
887,Yoga Mat,50,292.96
603,Basketball,50,316.74
572,Vase,30,395.04
794,Vase,30,100.1
332,Tablet,10,425.1
508,Headphones,10,194.81
344,Shirt,20,364.91
426,Tablet,10,458.08
787,Painting,30,138.17
200,Pants,20,17.95
478,Notebook,40,84.68
898,Skirt,20,279.81
388,Pen,40,235.81
525,Running Shoes,50,100.18
907,Tablet,10,77.37
707,Laptop,10,257.81
117,Running Shoes,50,333.05
420,Smartphone,10,269.41
715,Running Shoes,50,405.02
822,Running Shoes,50,142.84
284,Shirt,20,80.65
693,Blanket,30,286.34
434,Yoga Mat,50,198.08
542,Smartwatch,10,375.27
221,Headphones,10,306.53
776,Pen,40,101.01
280,Yoga Mat,50,401.05
809,Vase,30,186.36
868,Carpet,30,55.6
397,Painting,30,251.63
736,Notebook,40,422.39
486,Carpet,30,474.17
529,Notebook,40,152.81
391,Story Book,40,224.84
192,Pen,40,46.24
782,Soccer Ball,50,285.98
560,Tent,50,294.45
329,Eraser,40,348.31
522,Dress,20,162.83
862,Vase,30,57.84
842,Dress,20,284.33
325,Running Shoes,50,309.54
370,Tent,50,51.53
766,Laptop,10,192.92
162,Shirt,20,198.02
158,Shirt,20,91.76
888,Eraser,40,36.27
225,Skirt,20,482.28
820,Pen,40,357.97
958,Laptop,10,153.12
828,Eraser,40,373.83
626,Eraser,40,117.09
259,Dress,20,438.66
716,Tablet,10,433.99
310,Pen,40,79.66
327,Vase,30,475.62
554,Tablet,10,321.07
667,Running Shoes,50,116.74
964,Pillow,30,32.51
106,Dress,20,87.9
184,Headphones,10,335.61
137,Blanket,30,220.32
622,Novel,40,75.02
347,Headphones,10,410.38
199,Skirt,20,53.77
576,Blanket,30,197.53
781,Pants,20,460.75
547,Notebook,40,397.63
302,Headphones,10,110.67
688,Eraser,40,44.8
848,Skirt,20,431.8
856,Skirt,20,477.68
493,Blanket,30,29.52
700,Carpet,30,385.88
129,Pants,20,272.83
795,T-shirt,20,463.07
905,Pillow,30,388.0
870,Soccer Ball,50,138.85
186,Yoga Mat,50,37.17
401,Smartwatch,10,340.32
154,Smartphone,10,129.83
268,T-shirt,20,280.9
531,Soccer Ball,50,477.5
977,Story Book,40,368.91
444,Tablet,10,21.72
762,Pillow,30,110.55
509,Dress,20,55.58
691,Dress,20,137.89
589,Painting,30,231.85
639,Smartwatch,10,185.56
439,T-shirt,20,476.53
482,Smartwatch,10,297.2
520,Laptop,10,462.82
226,Dress,20,254.46
146,Notebook,40,457.21
879,Tablet,10,269.42
267,Laptop,10,331.86
689,Pants,20,125.91
869,Basketball,50,419.98
307,Dress,20,39.18
470,Smartwatch,10,431.73
738,Eraser,40,59.51
431,Pen,40,328.1
876,Blanket,30,97.08
375,Eraser,40,25.87
100,Laptop,10,179.94
992,Headphones,10,228.85
737,Skirt,20,46.12
595,Smartphone,10,177.49
105,Story Book,40,307.59
205,Pants,20,210.55
901,Story Book,40,36.71
973,Pillow,30,324.51
308,Blanket,30,228.43
893,Carpet,30,40.2
610,Carpet,30,212.85
628,Pants,20,71.83
113,Running Shoes,50,459.41
564,Smartphone,10,285.72
140,Vase,30,139.43
305,Novel,40,203.94
657,Notebook,40,449.55
517,Pen,40,382.15
944,T-shirt,20,162.45
618,Painting,30,413.52
892,Eraser,40,280.15
396,Headphones,10,23.45
413,Soccer Ball,50,433.67
265,Painting,30,217.67
173,Tent,50,308.43
635,Painting,30,323.89
409,Running Shoes,50,333.66
350,Notebook,40,137.12
677,Tent,50,409.85
291,Shirt,20,98.76
574,Dress,20,216.03
597,Tablet,10,445.82
513,Yoga Mat,50,212.42
187,T-shirt,20,248.91
229,Smartphone,10,231.51
170,Skirt,20,394.75
951,Pen,40,220.22
763,Smartphone,10,317.08
118,Vase,30,445.11
433,Pants,20,369.7
931,Tablet,10,439.51
427,Tablet,10,227.71
387,Story Book,40,308.41
257,Vase,30,154.72
591,T-shirt,20,206.38
923,Laptop,10,60.82
275,Headphones,10,330.94
505,Soccer Ball,50,222.1
950,Tablet,10,167.11
851,Shirt,20,325.23
645,Eraser,40,229.57
811,Novel,40,60.3
497,Smartwatch,10,481.95
358,Notebook,40,284.47
121,Story Book,40,412.7
323,Dress,20,62.81
669,Basketball,50,482.29
841,Yoga Mat,50,257.01
343,Pants,20,212.25
969,Shirt,20,275.82
411,Carpet,30,245.38
608,Yoga Mat,50,439.96
806,Tent,50,433.77
636,Yoga Mat,50,349.54
877,Vase,30,96.94
352,Shirt,20,424.55
183,T-shirt,20,85.31
231,Skirt,20,276.11
727,Running Shoes,50,498.35
479,Story Book,40,453.2
537,Novel,40,375.98
501,Basketball,50,456.38
712,Notebook,40,18.28
102,Soccer Ball,50,380.42
896,Painting,30,479.12
393,Headphones,10,112.93
366,Eraser,40,79.8
567,T-shirt,20,98.87
500,T-shirt,20,149.72
844,Notebook,40,312.01
295,Yoga Mat,50,405.77
860,Skirt,20,145.57
638,Soccer Ball,50,422.48
765,Smartphone,10,447.13
454,Soccer Ball,50,334.71
504,Vase,30,240.14
313,Pen,40,113.24
506,T-shirt,20,72.66
197,Eraser,40,484.93
557,Pillow,30,116.13
244,Shirt,20,333.23
750,Soccer Ball,50,96.94
556,Tent,50,378.67
710,Headphones,10,303.16
532,Smartwatch,10,266.04
196,Carpet,30,217.55
136,Soccer Ball,50,88.76
664,Pillow,30,308.42
460,Tent,50,150.37
592,Basketball,50,340.27
753,Basketball,50,263.69
415,Yoga Mat,50,365.81
315,Blanket,30,307.12
598,Painting,30,474.04
465,Yoga Mat,50,350.15
864,Smartwatch,10,466.38
797,Carpet,30,164.55
122,Pen,40,470.43
604,Skirt,20,488.49
447,Painting,30,428.62
232,Basketball,50,408.95
804,Pen,40,106.07
464,Skirt,20,254.8
438,Notebook,40,132.98
834,Notebook,40,137.29
519,Basketball,50,292.66
254,Painting,30,169.29
791,Dress,20,216.69
939,Carpet,30,325.88
512,Headphones,10,312.87
322,Basketball,50,24.0
428,Pen,40,487.74
300,Running Shoes,50,266.5
346,Blanket,30,158.75
577,Yoga Mat,50,149.49
480,Notebook,40,353.23
179,Smartwatch,10,20.84
333,Novel,40,124.08
586,Notebook,40,395.01
759,Story Book,40,371.43
451,Painting,30,87.72
846,Soccer Ball,50,134.12
149,Laptop,10,486.9
536,Laptop,10,87.27
678,Smartphone,10,184.2
611,Skirt,20,124.01
840,Story Book,40,20.46
960,Tablet,10,356.25
359,Tent,50,88.57
970,Carpet,30,189.89
735,Pen,40,267.65
734,Shirt,20,361.74
733,Smartwatch,10,185.4
459,Laptop,10,398.31
585,Shirt,20,499.23
132,Headphones,10,301.92
224,Carpet,30,260.52
646,Pants,20,135.56
747,T-shirt,20,364.55
453,Novel,40,392.26
408,Novel,40,436.2
580,Pen,40,378.89
312,Pants,20,245.65
881,Shirt,20,311.84
418,Carpet,30,246.68
672,Tablet,10,295.67
818,Smartphone,10,200.44
703,Yoga Mat,50,407.83
642,T-shirt,20,367.65
290,Skirt,20,127.78
217,Dress,20,43.23
385,Blanket,30,366.27
435,T-shirt,20,74.46
817,Carpet,30,287.85
663,Notebook,40,100.15
143,Smartwatch,10,63.56
368,Vase,30,91.58
680,Basketball,50,237.15
788,Vase,30,22.21
236,Running Shoes,50,366.17
319,Pants,20,11.73
430,Eraser,40,405.65
956,Tablet,10,496.93
306,Pillow,30,55.63
582,Smartphone,10,289.97
729,Yoga Mat,50,464.28
126,T-shirt,20,323.9
510,Shirt,20,345.89
640,Pillow,30,143.03
995,Notebook,40,115.91
298,Blanket,30,387.05
882,Pillow,30,293.0
600,Pants,20,150.42
256,Painting,30,410.55
801,Story Book,40,474.25
550,Vase,30,99.84
701,Vase,30,248.88
866,Story Book,40,148.31
524,Running Shoes,50,394.31
331,Shirt,20,452.6
965,Notebook,40,495.24
445,Smartphone,10,354.64
