order_id,product_id,quantity,price,review_score
1125,205,5,210.55,5.0
1126,569,4,169.83,2.0
1127,299,1,168.65,2.0
1128,722,5,215.13,5.0
1129,435,4,74.46,5.0
1130,560,5,124.91,5.0
1131,526,5,19.72,3.0
1132,971,1,203.94,5.0
1133,500,2,149.72,5.0
1134,965,3,495.24,Null
1135,660,2,66.56,5.0
1136,701,2,270.32,5.0
1137,490,1,179.13,2.0
1138,707,2,257.81,Null
1139,693,2,286.34,5.0
1140,712,5,18.28,Null
1141,732,5,325.89,2.0
1142,747,2,168.47,Null
1143,766,3,192.92,4.0
1144,236,4,366.17,5.0
1145,560,1,294.45,1.0
1146,314,5,337.8,4.0
1147,220,1,252.5,5.0
1148,656,5,226.45,5.0
1149,988,4,345.18,5.0
1150,738,3,193.09,5.0
1151,702,1,128.45,2.0
1152,798,2,194.83,2.0
1153,448,5,141.47,Null
1154,507,5,255.89,5.0
1155,180,5,127.95,1.0
1156,489,5,236.22,5.0
1157,870,1,158.05,5.0
1158,489,4,236.22,5.0
1159,656,2,226.45,5.0
1160,522,2,162.83,5.0
1161,832,3,96.31,5.0
1162,232,2,408.95,2.0
1163,953,5,58.91,5.0
1164,957,4,376.19,5.0
1165,716,5,433.99,5.0
1166,146,2,457.21,3.0
1167,368,3,91.58,5.0
1168,547,3,397.63,2.0
1169,151,1,357.67,4.0
1170,712,5,218.49,4.0
1171,360,3,55.78,Null
1172,959,1,110.17,5.0
1173,101,5,49.31,Null
1174,237,1,101.82,5.0
1175,961,2,365.54,5.0
1176,967,3,77.42,5.0
1177,888,4,36.27,5.0
1178,481,1,173.35,5.0
1179,206,5,22.86,5.0
1180,618,3,413.52,3.0
1181,775,1,460.38,1.0
1182,302,4,110.67,4.0
1183,842,1,284.33,1.0
1184,650,2,35.52,1.0
1185,910,4,159.14,Null
1186,839,5,311.67,Null
1187,490,1,371.84,5.0
1188,490,4,371.84,5.0
1189,643,5,208.59,4.0
1190,750,3,96.94,4.0
1191,848,4,431.8,4.0
1192,260,2,158.9,4.0
1193,816,4,81.96,2.0
1194,688,1,44.8,5.0
1195,555,5,311.86,Null
1196,782,3,285.98,5.0
1197,470,3,431.73,3.0
1198,596,4,199.31,5.0
1199,334,4,474.32,5.0
1200,520,4,462.82,5.0
1201,799,1,463.62,5.0
1202,484,3,393.51,2.0
1203,713,3,88.02,5.0
1204,888,4,36.27,5.0
1205,427,3,227.71,4.0
1206,325,1,309.54,Null
1207,721,2,192.8,4.0
1208,961,5,410.28,Null
1209,667,4,478.17,4.0
1210,218,5,354.8,4.0
1211,209,3,152.68,5.0
1212,122,2,470.43,4.0
1213,349,4,456.63,5.0
1214,689,3,125.91,5.0
1215,847,1,40.92,Null
1216,517,3,108.34,5.0
1217,513,4,212.42,Null
1218,735,4,267.65,4.0
1219,146,3,457.21,3.0
1220,411,3,245.38,5.0
1221,137,2,220.32,5.0
1222,651,5,85.92,5.0
1223,762,2,110.55,4.0
1224,958,1,153.12,1.0
1225,653,4,459.77,5.0
1226,632,3,332.78,5.0
1227,175,1,300.16,3.0
1228,732,5,188.47,5.0
1229,349,4,421.85,5.0
1230,369,2,486.84,5.0
1231,101,1,49.31,Null
1232,568,3,494.81,3.0
1233,410,3,221.54,3.0
1234,716,3,433.99,5.0
1235,855,5,301.07,5.0
1236,992,2,228.85,1.0
1237,858,3,374.39,4.0
1238,896,2,479.12,4.0
1239,622,4,75.02,4.0
1240,260,3,109.06,Null
1241,858,5,374.39,4.0
1242,543,4,212.77,5.0
1243,267,3,331.86,4.0
1244,988,2,431.48,3.0
1245,344,4,364.91,1.0
1246,517,3,108.34,5.0
1247,482,4,121.29,4.0
1248,914,4,104.05,2.0
1249,606,5,134.35,4.0
1250,275,2,330.94,5.0
1251,395,5,161.05,5.0
1252,775,2,476.13,4.0
1253,114,1,67.92,5.0
1254,509,4,492.35,5.0
1255,721,2,31.75,Null
1256,522,3,204.96,5.0
1257,961,1,410.28,Null
1258,538,3,266.15,3.0
1259,400,5,389.49,4.0
1260,689,5,125.91,5.0
1261,389,5,385.37,1.0
1262,360,5,146.67,1.0
1263,619,3,367.51,4.0
1264,305,4,203.94,5.0
1265,221,2,306.53,5.0
1266,162,3,198.02,4.0
1267,479,3,258.28,5.0
1268,634,3,286.55,Null
1269,500,1,149.72,5.0
1270,614,1,144.95,5.0
1271,121,1,412.7,5.0
1272,254,5,169.29,4.0
1273,676,2,355.4,5.0
1274,663,5,100.15,4.0
1275,217,5,43.23,5.0
1276,990,1,115.36,Null
1277,268,4,280.9,5.0
1278,937,5,267.72,Null
1279,955,5,457.29,1.0
1280,715,4,405.02,Null
1281,144,4,261.6,2.0
1282,653,1,459.77,5.0
1283,759,3,233.24,5.0
1284,265,5,217.67,5.0
1285,517,2,310.39,4.0
1286,661,3,297.8,Null
1287,909,4,414.37,Null
1288,809,2,186.36,Null
1289,657,3,449.55,3.0
1290,121,1,412.7,5.0
1291,146,4,184.27,2.0
1292,482,2,297.2,Null
1293,306,1,55.63,3.0
1294,983,5,469.33,5.0
1295,161,2,139.95,5.0
1296,355,2,265.77,Null
1297,178,2,233.12,5.0
1298,171,2,278.91,5.0
1299,864,1,466.38,3.0
1300,712,2,18.28,Null
1301,953,4,204.06,5.0
1302,261,2,321.18,2.0
1303,139,2,108.39,5.0
1304,899,4,416.12,5.0
1305,125,3,402.42,2.0
1306,203,5,129.35,5.0
1307,209,1,12.89,2.0
1308,713,5,88.02,5.0
1309,834,4,137.29,4.0
1310,791,5,216.69,4.0
1311,257,4,265.26,4.0
1312,410,3,37.87,Null
1313,626,2,213.97,3.0
1314,856,3,477.68,Null
1315,221,5,306.53,5.0
1316,869,2,419.98,4.0
1317,701,3,270.32,5.0
1318,144,3,261.6,2.0
1319,818,3,200.44,5.0
1320,977,2,83.47,5.0
1321,489,2,236.22,5.0
1322,680,1,237.15,4.0
1323,713,5,88.02,5.0
1324,734,4,361.74,5.0
1325,648,2,202.55,5.0
1326,471,2,375.91,2.0
1327,248,1,194.27,3.0
1328,183,1,85.31,4.0
1329,289,1,207.28,5.0
1330,530,1,228.76,5.0
1331,923,1,60.82,4.0
1332,264,1,241.61,5.0
1333,606,4,143.14,5.0
1334,660,4,66.56,5.0
1335,439,3,476.53,4.0
1336,349,4,350.64,Null
1337,521,2,406.26,Null
1338,180,1,234.04,1.0
1339,310,2,79.66,2.0
1340,139,3,448.92,5.0
1341,874,2,62.01,3.0
1342,716,5,55.07,Null
1343,615,5,340.85,4.0
1344,826,4,67.7,5.0
1345,739,4,410.06,1.0
1346,676,4,355.4,5.0
1347,136,5,88.76,Null
1348,222,4,148.67,5.0
1349,400,1,40.78,4.0
1350,182,2,266.16,1.0
1351,331,3,452.6,5.0
1352,476,4,234.56,5.0
1353,135,1,39.22,4.0
1354,952,3,203.61,Null
1355,438,4,132.98,Null
1356,853,4,309.64,4.0
1357,463,1,494.66,4.0
1358,362,1,327.22,1.0
1359,256,4,410.55,5.0
1360,197,4,484.93,Null
1361,543,3,282.92,4.0
1362,295,4,405.77,Null
1363,268,5,280.9,5.0
1364,360,4,146.67,1.0
1365,524,5,394.31,4.0
1366,325,3,156.87,3.0
1367,521,1,406.26,Null
1368,819,2,467.51,2.0
1369,985,4,470.08,Null
1370,261,1,332.25,4.0
1371,178,5,233.12,5.0
1372,615,3,86.15,4.0
1373,614,3,73.59,Null
1374,649,3,355.78,Null
1375,533,2,142.29,5.0
1376,648,2,202.55,5.0
1377,729,4,464.28,4.0
1378,824,2,227.13,Null
1379,842,2,284.33,1.0
1380,619,4,367.51,4.0
1381,507,2,255.89,5.0
1382,459,4,398.31,4.0
1383,374,1,215.43,5.0
1384,775,2,476.13,4.0
1385,144,3,261.6,2.0
1386,656,4,226.45,5.0
1387,348,5,275.88,Null
1388,951,3,334.37,5.0
1389,157,4,22.26,3.0
1390,747,4,364.55,Null
1391,177,5,228.81,3.0
1392,190,4,354.69,5.0
1393,932,5,260.14,4.0
1394,491,1,376.28,5.0
1395,190,4,92.5,2.0
1396,961,2,410.28,Null
1397,773,5,494.87,5.0
1398,629,1,321.94,2.0
1399,139,1,448.92,5.0
1400,280,4,401.05,Null
1401,788,1,22.21,4.0
1402,839,1,265.34,3.0
1403,385,4,366.27,5.0
1404,628,5,421.13,5.0
1405,951,2,334.37,5.0
1406,159,4,381.5,4.0
1407,297,4,274.1,4.0
1408,268,4,280.9,5.0
1409,536,3,87.27,5.0
1410,354,1,21.6,3.0
1411,774,3,471.12,Null
1412,693,1,286.34,5.0
1413,914,2,104.05,2.0
1414,360,4,146.67,1.0
1415,157,4,22.26,3.0
1416,490,3,179.13,2.0
1417,257,3,265.26,4.0
1418,128,1,255.32,4.0
1419,175,2,358.95,5.0
1420,837,5,487.21,Null
1421,261,5,321.18,2.0
1422,781,5,460.75,5.0
1423,464,4,254.8,4.0
1424,705,5,393.49,4.0
1425,574,3,216.03,3.0
1426,125,2,402.42,2.0
1427,218,3,354.8,4.0
1428,222,5,372.61,1.0
1429,347,4,150.51,Null
1430,263,3,204.96,Null
1431,551,5,360.32,3.0
1432,747,4,168.47,Null
1433,991,2,208.47,Null
1434,375,5,25.87,3.0
1435,244,2,216.9,4.0
1436,445,3,354.64,Null
1437,899,1,230.49,4.0
1438,681,4,68.51,5.0
1439,642,5,367.65,5.0
1440,762,5,388.35,4.0
1441,434,3,198.08,Null
1442,499,2,484.81,Null
1443,332,3,160.94,Null
1444,394,4,343.76,5.0
1445,828,2,373.83,4.0
1446,667,2,116.74,5.0
1447,513,5,212.42,Null
1448,705,4,393.49,4.0
1449,536,2,87.27,5.0
1450,234,2,52.5,Null
1451,932,4,260.14,4.0
1452,202,2,176.72,1.0
1453,533,3,28.75,4.0
1454,889,1,75.71,2.0
1455,144,1,261.6,2.0
1456,881,4,219.26,2.0
1457,861,3,376.51,Null
1458,568,1,393.9,5.0
1459,209,1,152.68,5.0
1460,290,1,127.78,4.0
1461,814,2,83.97,4.0
1462,556,3,378.67,4.0
1463,463,2,494.66,4.0
1464,721,1,350.05,1.0
1465,651,2,61.91,2.0
1466,291,4,98.76,4.0
1467,819,4,467.51,2.0
1468,375,1,25.87,3.0
1469,880,4,162.38,5.0
1470,486,2,474.17,4.0
1471,199,5,53.77,Null
1472,715,3,405.02,Null
1473,636,3,349.54,5.0
1474,529,5,152.81,5.0
1475,531,5,477.5,5.0
1476,732,4,325.89,2.0
1477,576,5,443.43,5.0
1478,294,3,11.74,5.0
1479,151,4,357.67,4.0
1480,461,2,38.38,5.0
1481,522,3,162.83,5.0
1482,398,4,73.19,5.0
1483,122,3,470.43,4.0
1484,502,3,306.5,4.0
1485,526,1,122.23,5.0
1486,362,4,307.04,Null
1487,567,4,98.87,5.0
1488,140,4,139.43,4.0
1489,681,5,68.51,5.0
1490,604,2,488.49,4.0
1491,511,4,289.9,5.0
1492,486,1,431.91,5.0
1493,564,3,285.72,5.0
1494,144,3,201.32,Null
1495,684,2,107.79,3.0
1496,961,2,113.21,1.0
1497,973,5,83.17,Null
1498,186,2,365.04,3.0
1499,643,1,234.44,Null
1500,306,2,55.63,3.0
1501,564,5,285.72,5.0
1502,294,4,11.74,5.0
1503,661,3,297.8,Null
1504,706,2,272.75,Null
1505,554,2,59.93,Null
1506,563,2,483.96,3.0
1507,678,3,184.2,5.0
1508,866,2,148.31,5.0
1509,839,1,311.67,Null
1510,256,3,410.55,5.0
1511,364,5,195.85,1.0
1512,343,1,212.25,5.0
1513,439,2,476.53,4.0
1514,503,1,66.96,5.0
1515,380,2,302.49,5.0
1516,427,5,227.71,4.0
1517,797,5,164.55,5.0
1518,507,3,255.89,5.0
1519,400,2,389.49,4.0
1520,631,4,402.56,4.0
1521,175,2,101.45,3.0
1522,886,1,346.54,Null
1523,268,5,280.9,5.0
1524,182,4,116.03,2.0
1525,479,4,453.2,5.0
1526,622,5,75.02,4.0
1527,624,3,218.74,Null
1528,558,1,51.1,2.0
1529,893,3,40.2,5.0
1530,663,2,286.82,3.0
1531,643,5,208.59,4.0
1532,569,4,169.83,2.0
1533,646,1,135.56,Null
1534,952,4,203.61,Null
1535,158,5,178.2,3.0
1536,974,5,410.6,3.0
1537,710,5,303.16,4.0
1538,222,1,352.35,5.0
1539,869,1,419.98,4.0
1540,762,1,110.55,4.0
1541,471,3,411.33,4.0
1542,737,5,46.12,2.0
1543,317,3,213.16,5.0
1544,640,2,143.03,4.0
1545,536,5,87.27,5.0
1546,332,4,160.94,Null
1547,225,2,482.28,5.0
1548,497,3,481.95,3.0
1549,204,5,230.11,5.0
1550,236,5,366.17,5.0
1551,436,2,113.64,Null
1552,636,3,349.54,5.0
1553,232,2,408.95,2.0
1554,535,4,190.68,Null
1555,636,4,115.08,5.0
1556,154,5,129.83,3.0
1557,560,5,124.91,5.0
1558,882,2,293.0,5.0
1559,979,1,146.35,2.0
1560,517,1,310.39,4.0
1561,923,2,60.82,4.0
1562,222,1,148.67,5.0
1563,780,3,203.93,5.0
1564,544,2,79.96,5.0
1565,285,1,481.21,5.0
1566,787,4,260.64,5.0
1567,388,4,235.81,5.0
1568,417,5,36.52,Null
1569,633,5,272.92,3.0
1570,995,2,115.91,Null
1571,256,5,410.55,5.0
1572,817,1,287.85,4.0
1573,537,5,375.98,Null
1574,298,4,387.05,5.0
1575,589,4,231.85,Null
1576,974,2,410.6,3.0
1577,742,2,329.05,4.0
1578,757,5,274.59,Null
1579,854,1,372.39,5.0
1580,757,5,274.59,Null
1581,918,5,237.79,4.0
1582,187,5,248.91,5.0
1583,848,3,435.72,5.0
1584,983,3,419.8,Null
1585,325,1,156.87,3.0
1586,648,2,296.5,5.0
1587,311,4,306.44,Null
1588,702,2,128.45,2.0
1589,747,4,168.47,Null
1590,226,2,254.46,4.0
1591,825,1,125.64,3.0
1592,958,4,153.12,1.0
1593,923,3,60.82,4.0
1594,915,4,341.89,5.0
1595,890,4,82.41,1.0
1596,502,5,306.5,4.0
1597,910,2,167.32,5.0
1598,633,4,118.31,2.0
1599,430,1,405.65,5.0
1600,295,1,250.07,5.0
1601,369,1,83.08,5.0
1602,175,5,36.36,2.0
1603,716,4,82.65,3.0
1604,951,2,220.22,3.0
1605,184,4,457.54,4.0
1606,537,5,375.98,Null
1607,596,3,199.31,5.0
1608,348,3,276.39,5.0
1609,279,3,397.28,3.0
1610,970,2,189.89,5.0
1611,173,4,432.67,5.0
1612,140,3,139.43,4.0
1613,261,4,332.25,4.0
1614,290,5,127.78,4.0
1615,499,3,227.39,Null
1616,209,2,119.39,5.0
1617,557,1,146.28,4.0
1618,162,2,198.02,4.0
1619,405,5,405.54,5.0
1620,497,3,481.95,3.0
1621,750,5,103.2,5.0
1622,719,1,39.67,Null
1623,349,4,421.85,5.0
1624,797,5,164.55,5.0
1625,627,2,362.11,5.0
1626,756,1,90.79,Null
1627,471,2,149.61,5.0
1628,158,2,91.76,Null
1629,132,5,301.92,Null
1630,325,3,309.54,Null
1631,608,2,439.96,5.0
1632,773,3,153.95,Null
1633,624,5,257.73,5.0
1634,787,5,260.64,5.0
1635,735,1,267.65,4.0
1636,218,2,354.8,4.0
1637,222,2,148.67,5.0
1638,564,4,285.72,5.0
1639,222,2,352.35,5.0
1640,460,3,150.37,Null
1641,592,3,340.27,1.0
1642,642,2,367.65,5.0
1643,848,4,431.8,4.0
1644,674,1,95.99,5.0
1645,248,1,257.23,Null
1646,580,3,378.89,4.0
1647,203,3,129.35,5.0
1648,502,5,370.24,Null
1649,674,4,312.17,Null
1650,371,4,308.07,Null
1651,610,5,212.85,1.0
1652,705,4,393.49,4.0
1653,128,1,255.32,4.0
1654,629,4,344.86,5.0
1655,961,3,228.55,Null
1656,914,5,104.05,2.0
1657,957,2,376.19,5.0
1658,914,2,291.29,4.0
1659,961,2,410.28,Null
1660,775,2,476.13,4.0
1661,343,2,415.49,5.0
1662,236,3,366.17,5.0
1663,568,1,268.26,1.0
1664,721,1,31.75,Null
1665,597,3,445.82,Null
1666,615,2,340.85,4.0
1667,489,4,236.22,5.0
1668,325,2,309.54,Null
1669,480,2,353.23,Null
1670,775,3,82.98,Null
1671,568,1,494.81,3.0
1672,329,4,348.31,3.0
1673,533,1,28.75,4.0
1674,374,1,239.35,Null
1675,216,5,140.73,Null
1676,712,4,334.68,5.0
1677,733,1,185.4,5.0
1678,675,1,335.06,5.0
1679,144,5,162.7,5.0
1680,411,4,91.79,Null
1681,759,5,371.43,Null
1682,135,2,39.22,4.0
1683,555,3,311.86,Null
1684,177,5,196.97,1.0
1685,592,2,340.27,1.0
1686,967,2,381.31,Null
1687,101,4,92.22,5.0
1688,932,2,260.14,4.0
1689,816,4,81.96,2.0
1690,526,1,19.72,3.0
1691,877,5,96.94,Null
1692,233,1,474.06,5.0
1693,506,4,72.66,Null
1694,719,3,39.67,Null
1695,881,3,219.26,2.0
1696,794,1,100.1,4.0
1697,175,3,167.59,3.0
1698,448,5,287.5,Null
1699,922,3,183.3,5.0
1700,721,5,31.75,Null
1701,923,5,60.82,4.0
1702,854,5,366.14,5.0
1703,310,1,79.66,2.0
1704,438,1,132.98,Null
1705,860,5,145.57,Null
1706,576,4,443.43,5.0
1707,816,4,326.55,4.0
1708,440,4,121.5,4.0
1709,568,2,354.32,5.0
1710,350,5,137.12,4.0
1711,381,3,226.48,1.0
1712,388,4,78.2,1.0
1713,577,3,149.49,4.0
1714,995,4,115.91,Null
1715,204,1,93.29,5.0
1716,117,1,333.05,Null
1717,889,1,239.33,5.0
1718,586,4,395.01,5.0
1719,837,3,487.21,Null
1720,314,2,337.8,4.0
1721,977,3,368.91,5.0
1722,606,4,143.14,5.0
1723,753,5,263.69,5.0
1724,184,3,335.61,Null
1725,535,4,241.33,3.0
1726,853,5,309.64,4.0
1727,626,4,213.97,3.0
1728,510,3,345.89,Null
1729,391,4,224.84,5.0
1730,520,2,462.82,5.0
1731,280,2,300.18,Null
1732,775,3,256.12,3.0
1733,423,3,306.66,5.0
1734,205,1,210.55,5.0
1735,818,2,200.44,5.0
1736,479,3,276.73,3.0
1737,775,3,82.98,Null
1738,173,3,308.43,5.0
1739,182,4,116.03,2.0
1740,209,1,96.75,4.0
1741,418,5,246.68,5.0
1742,408,4,436.2,5.0
1743,343,1,240.37,5.0
1744,322,3,24.0,3.0
1745,290,5,127.78,4.0
1746,381,3,226.48,1.0
1747,112,1,288.22,5.0
1748,325,3,156.87,3.0
1749,538,1,266.15,3.0
1750,368,2,91.58,5.0
1751,893,3,316.41,4.0
1752,649,1,131.22,4.0
1753,955,2,457.29,1.0
1754,298,3,387.05,5.0
1755,508,5,498.66,5.0
1756,701,2,270.32,5.0
1757,817,2,287.85,4.0
1758,114,4,67.92,5.0
1759,355,1,149.77,5.0
1760,537,1,375.98,Null
1761,884,5,455.43,5.0
1762,828,4,395.78,5.0
1763,538,3,266.15,3.0
1764,484,1,393.51,2.0
1765,843,2,57.32,3.0
1766,914,4,104.05,2.0
1767,394,5,343.76,5.0
1768,472,5,213.76,5.0
1769,614,5,404.83,4.0
1770,897,1,14.47,5.0
1771,232,1,408.95,2.0
1772,890,4,82.41,1.0
1773,787,2,36.37,4.0
1774,563,2,292.9,Null
1775,199,5,53.77,Null
1776,909,5,414.37,Null
1777,897,4,14.47,5.0
1778,744,1,243.37,3.0
1779,464,5,254.8,4.0
1780,438,5,132.98,Null
1781,990,5,480.65,5.0
1782,247,4,65.87,1.0
1783,511,1,212.48,4.0
1784,346,3,158.75,4.0
1785,312,5,245.65,4.0
1786,837,3,87.3,5.0
1787,855,4,301.07,5.0
1788,953,1,220.73,4.0
1789,681,5,461.0,5.0
1790,858,3,374.39,4.0
1791,113,2,459.41,5.0
1792,369,3,343.37,5.0
1793,144,5,291.3,Null
1794,744,4,321.04,5.0
1795,620,5,455.6,5.0
1796,294,5,11.74,5.0
1797,615,2,86.15,4.0
1798,797,5,164.55,5.0
1799,636,5,115.08,5.0
1800,663,2,286.82,3.0
1801,622,4,325.73,5.0
1802,653,1,473.57,5.0
1803,327,1,499.5,Null
1804,364,4,195.85,1.0
1805,315,5,180.67,3.0
1806,643,3,263.87,Null
1807,190,5,68.79,5.0
1808,995,2,115.91,Null
1809,957,2,266.13,5.0
1810,106,4,87.9,Null
1811,182,1,116.03,2.0
1812,490,3,179.13,2.0
1813,220,2,266.27,2.0
1814,236,4,366.17,5.0
1815,614,4,404.83,4.0
1816,863,5,19.35,3.0
1817,246,3,117.78,4.0
1818,395,5,191.02,5.0
1819,405,1,292.9,Null
1820,983,2,419.8,Null
1821,719,4,39.67,Null
1822,766,2,119.75,5.0
1823,761,2,109.97,Null
1824,713,1,83.92,4.0
1825,522,5,204.96,5.0
1826,311,2,22.15,5.0
1827,299,5,225.1,5.0
1828,750,2,96.94,4.0
1829,124,3,36.1,3.0
1830,910,4,167.32,5.0
1831,957,5,266.13,5.0
1832,196,5,217.55,5.0
1833,759,1,371.43,Null
1834,804,3,106.07,Null
1835,106,4,87.9,Null
1836,322,4,24.0,3.0
1837,420,2,269.41,4.0
1838,500,5,149.72,5.0
1839,914,1,104.05,2.0
1840,322,5,24.0,3.0
1841,732,5,325.89,2.0
1842,125,2,117.37,4.0
1843,287,2,332.47,5.0
1844,845,5,297.33,3.0
1845,481,4,354.83,5.0
1846,413,1,433.67,Null
1847,870,3,158.05,5.0
1848,533,4,28.75,4.0
1849,614,4,144.95,5.0
1850,318,5,70.93,3.0
1851,276,2,188.78,Null
1852,684,4,23.0,5.0
1853,436,1,478.75,3.0
1854,512,4,312.87,5.0
1855,137,2,220.32,5.0
1856,629,4,344.86,5.0
1857,953,3,58.91,5.0
1858,646,5,135.56,Null
1859,688,3,44.8,5.0
1860,817,3,287.85,4.0
1861,395,5,161.05,5.0
1862,671,4,281.72,5.0
1863,395,5,197.66,Null
1864,490,1,179.13,2.0
1865,558,5,51.1,2.0
1866,184,1,335.61,Null
1867,347,2,150.51,Null
1868,426,4,232.33,Null
1869,867,2,308.4,3.0
1870,285,4,264.29,5.0
1871,580,5,378.89,4.0
1872,971,1,203.94,5.0
1873,660,4,66.56,5.0
1874,775,1,367.94,Null
1875,189,5,452.67,Null
1876,967,1,94.54,5.0
1877,977,2,196.87,3.0
1878,844,4,312.01,5.0
1879,137,2,220.32,5.0
1880,364,1,195.85,1.0
1881,588,4,264.15,3.0
1882,884,1,455.43,5.0
1883,511,2,212.48,4.0
1884,889,3,239.33,5.0
1885,481,2,354.83,5.0
1886,209,2,152.68,5.0
1887,681,4,232.24,Null
1888,568,2,354.32,5.0
1889,721,2,192.8,4.0
1890,112,4,375.13,5.0
1891,178,5,233.12,5.0
1892,360,5,146.67,1.0
1893,139,3,108.39,5.0
1894,756,5,90.79,Null
1895,898,4,279.81,3.0
1896,257,2,265.26,4.0
1897,115,4,475.89,5.0
1898,463,5,494.66,4.0
1899,614,5,144.95,5.0
1900,234,4,176.13,4.0
1901,398,2,73.19,5.0
1902,877,4,96.94,Null
1903,569,4,390.35,5.0
1904,300,5,452.9,5.0
1905,204,1,93.29,5.0
1906,222,1,423.22,2.0
1907,353,2,272.78,4.0
1908,941,3,391.43,Null
1909,955,4,457.29,1.0
1910,677,2,418.88,5.0
1911,246,4,65.13,Null
1912,375,3,25.87,3.0
1913,453,1,392.26,3.0
1914,634,5,286.55,Null
1915,759,2,233.24,5.0
1916,564,3,285.72,5.0
1917,200,2,422.99,5.0
1918,563,3,483.96,3.0
1919,615,4,340.85,4.0
1920,112,4,375.13,5.0
1921,471,5,493.95,5.0
1922,713,5,318.44,5.0
1923,713,2,88.02,5.0
1924,106,4,497.89,5.0
1925,476,4,234.56,5.0
1926,901,4,36.71,4.0
1927,922,2,157.95,4.0
1928,146,3,184.27,2.0
1929,490,4,179.13,2.0
1930,817,2,287.85,4.0
1931,237,1,240.26,1.0
1932,349,3,475.67,5.0
1933,615,4,86.15,4.0
1934,750,3,103.2,5.0
1935,775,5,367.94,Null
1936,682,1,240.56,4.0
1937,685,5,410.45,4.0
1938,806,5,433.77,5.0
1939,427,2,351.84,1.0
1940,157,5,200.44,5.0
1941,119,3,470.23,5.0
1942,349,5,456.63,5.0
