order_id,product_id,quantity,price,review_score
1058,855,5,301.07,5.0
1058,829,2,196.16,5.0
1059,101,2,49.31,Null
1060,893,4,316.41,4.0
1060,811,1,60.3,Null
1060,842,4,284.33,1.0
1061,596,3,199.31,5.0
1061,205,5,210.55,5.0
1061,569,4,169.83,2.0
1062,299,1,168.65,2.0
1062,722,5,215.13,5.0
1063,435,4,74.46,5.0
1064,560,5,124.91,5.0
1064,526,5,19.72,3.0
1064,971,1,203.94,5.0
1065,500,2,149.72,5.0
1065,965,3,495.24,Null
1066,660,2,66.56,5.0
1066,701,2,270.32,5.0
1067,490,1,179.13,2.0
1068,707,2,257.81,Null
1069,693,2,286.34,5.0
1069,712,5,18.28,Null
1070,732,5,325.89,2.0
1070,747,2,168.47,Null
1071,766,3,192.92,4.0
1072,236,4,366.17,5.0
1072,560,1,294.45,1.0
1073,314,5,337.8,4.0
1074,220,1,252.5,5.0
1074,656,5,226.45,5.0
1075,988,4,345.18,5.0
1076,738,3,193.09,5.0
1076,702,1,128.45,2.0
1077,798,2,194.83,2.0
1078,448,5,141.47,Null
1078,507,5,255.89,5.0
1078,180,5,127.95,1.0
1079,489,5,236.22,5.0
1079,870,1,158.05,5.0
1080,489,4,236.22,5.0
1081,656,2,226.45,5.0
1081,522,2,162.83,5.0
1081,832,3,96.31,5.0
1082,232,2,408.95,2.0
1082,953,5,58.91,5.0
1082,957,4,376.19,5.0
1083,716,5,433.99,5.0
1084,146,2,457.21,3.0
1084,368,3,91.58,5.0
1085,547,3,397.63,2.0
1085,151,1,357.67,4.0
1086,712,5,218.49,4.0
1086,360,3,55.78,Null
1087,959,1,110.17,5.0
1088,101,5,49.31,Null
1088,237,1,101.82,5.0
1088,961,2,365.54,5.0
1089,967,3,77.42,5.0
1089,888,4,36.27,5.0
1090,481,1,173.35,5.0
1090,206,5,22.86,5.0
1090,618,3,413.52,3.0
1091,775,1,460.38,1.0
1091,302,4,110.67,4.0
1091,842,1,284.33,1.0
1092,650,2,35.52,1.0
1092,910,4,159.14,Null
1093,839,5,311.67,Null
1093,490,1,371.84,5.0
1093,490,4,371.84,5.0
1094,643,5,208.59,4.0
1095,750,3,96.94,4.0
1096,848,4,431.8,4.0
1096,260,2,158.9,4.0
1097,816,4,81.96,2.0
1098,688,1,44.8,5.0
1098,555,5,311.86,Null
1098,782,3,285.98,5.0
1099,470,3,431.73,3.0
1099,596,4,199.31,5.0
1100,334,4,474.32,5.0
1100,520,4,462.82,5.0
1100,799,1,463.62,5.0
1101,484,3,393.51,2.0
1102,713,3,88.02,5.0
1102,888,4,36.27,5.0
1103,427,3,227.71,4.0
1104,325,1,309.54,Null
1105,721,2,192.8,4.0
1106,961,5,410.28,Null
1107,667,4,478.17,4.0
1107,218,5,354.8,4.0
1107,209,3,152.68,5.0
1108,122,2,470.43,4.0
1108,349,4,456.63,5.0
1109,689,3,125.91,5.0
1109,847,1,40.92,Null
1110,517,3,108.34,5.0
1110,513,4,212.42,Null
1110,735,4,267.65,4.0
1111,146,3,457.21,3.0
1112,411,3,245.38,5.0
1112,137,2,220.32,5.0
1113,651,5,85.92,5.0
1113,762,2,110.55,4.0
1113,958,1,153.12,1.0
1114,653,4,459.77,5.0
1114,632,3,332.78,5.0
1114,175,1,300.16,3.0
1115,732,5,188.47,5.0
1115,349,4,421.85,5.0
1115,369,2,486.84,5.0
1116,101,1,49.31,Null
1116,568,3,494.81,3.0
1116,410,3,221.54,3.0
1117,716,3,433.99,5.0
1117,855,5,301.07,5.0
1118,992,2,228.85,1.0
1119,858,3,374.39,4.0
1119,896,2,479.12,4.0
1120,622,4,75.02,4.0
1120,260,3,109.06,Null
1120,858,5,374.39,4.0
1121,543,4,212.77,5.0
1121,267,3,331.86,4.0
1122,988,2,431.48,3.0
1122,344,4,364.91,1.0
1123,517,3,108.34,5.0
1123,482,4,121.29,4.0
1124,914,4,104.05,2.0
1124,606,5,134.35,4.0
1124,275,2,330.94,5.0
1125,395,5,161.05,5.0
1125,775,2,476.13,4.0
1126,114,1,67.92,5.0
1126,509,4,492.35,5.0
1126,721,2,31.75,Null
1127,522,3,204.96,5.0
1127,961,1,410.28,Null
1128,538,3,266.15,3.0
1128,400,5,389.49,4.0
1128,689,5,125.91,5.0
1129,389,5,385.37,1.0
1130,360,5,146.67,1.0
1130,619,3,367.51,4.0
1131,305,4,203.94,5.0
1132,221,2,306.53,5.0
1132,162,3,198.02,4.0
1133,479,3,258.28,5.0
1134,634,3,286.55,Null
1135,500,1,149.72,5.0
1135,614,1,144.95,5.0
1135,121,1,412.7,5.0
1136,254,5,169.29,4.0
1136,676,2,355.4,5.0
1136,663,5,100.15,4.0
1137,217,5,43.23,5.0
1137,990,1,115.36,Null
1137,268,4,280.9,5.0
1138,937,5,267.72,Null
1138,955,5,457.29,1.0
1139,715,4,405.02,Null
1140,144,4,261.6,2.0
1141,653,1,459.77,5.0
1141,759,3,233.24,5.0
1142,265,5,217.67,5.0
1143,517,2,310.39,4.0
1144,661,3,297.8,Null
1144,909,4,414.37,Null
1144,809,2,186.36,Null
1145,657,3,449.55,3.0
1146,121,1,412.7,5.0
1147,146,4,184.27,2.0
1147,482,2,297.2,Null
1148,306,1,55.63,3.0
1149,983,5,469.33,5.0
1149,161,2,139.95,5.0
1149,355,2,265.77,Null
1150,178,2,233.12,5.0
1150,171,2,278.91,5.0
1151,864,1,466.38,3.0
1152,712,2,18.28,Null
1153,953,4,204.06,5.0
1153,261,2,321.18,2.0
1154,139,2,108.39,5.0
1154,899,4,416.12,5.0
1155,125,3,402.42,2.0
1155,203,5,129.35,5.0
1155,209,1,12.89,2.0
1156,713,5,88.02,5.0
1156,834,4,137.29,4.0
1157,791,5,216.69,4.0
1157,257,4,265.26,4.0
1158,410,3,37.87,Null
1159,626,2,213.97,3.0
1160,856,3,477.68,Null
1160,221,5,306.53,5.0
1161,869,2,419.98,4.0
1162,701,3,270.32,5.0
1162,144,3,261.6,2.0
1162,818,3,200.44,5.0
1163,977,2,83.47,5.0
1164,489,2,236.22,5.0
1165,680,1,237.15,4.0
1166,713,5,88.02,5.0
1166,734,4,361.74,5.0
1166,648,2,202.55,5.0
1167,471,2,375.91,2.0
1167,248,1,194.27,3.0
1167,183,1,85.31,4.0
1168,289,1,207.28,5.0
1168,530,1,228.76,5.0
1168,923,1,60.82,4.0
1169,264,1,241.61,5.0
1170,606,4,143.14,5.0
1170,660,4,66.56,5.0
1170,439,3,476.53,4.0
1171,349,4,350.64,Null
1172,521,2,406.26,Null
1172,180,1,234.04,1.0
1172,310,2,79.66,2.0
1173,139,3,448.92,5.0
1173,874,2,62.01,3.0
1174,716,5,55.07,Null
1174,615,5,340.85,4.0
1174,826,4,67.7,5.0
1175,739,4,410.06,1.0
1176,676,4,355.4,5.0
1176,136,5,88.76,Null
1177,222,4,148.67,5.0
1177,400,1,40.78,4.0
1177,182,2,266.16,1.0
1178,331,3,452.6,5.0
1178,476,4,234.56,5.0
1178,135,1,39.22,4.0
1179,952,3,203.61,Null
1179,438,4,132.98,Null
1179,853,4,309.64,4.0
1180,463,1,494.66,4.0
1180,362,1,327.22,1.0
1181,256,4,410.55,5.0
1182,197,4,484.93,Null
1182,543,3,282.92,4.0
1183,295,4,405.77,Null
1183,268,5,280.9,5.0
1183,360,4,146.67,1.0
1184,524,5,394.31,4.0
1184,325,3,156.87,3.0
1185,521,1,406.26,Null
1185,819,2,467.51,2.0
1185,985,4,470.08,Null
1186,261,1,332.25,4.0
1187,178,5,233.12,5.0
1188,615,3,86.15,4.0
1188,614,3,73.59,Null
1188,649,3,355.78,Null
1189,533,2,142.29,5.0
1189,648,2,202.55,5.0
1190,729,4,464.28,4.0
1190,824,2,227.13,Null
1190,842,2,284.33,1.0
1191,619,4,367.51,4.0
1192,507,2,255.89,5.0
1192,459,4,398.31,4.0
1193,374,1,215.43,5.0
1194,775,2,476.13,4.0
1195,144,3,261.6,2.0
1195,656,4,226.45,5.0
1195,348,5,275.88,Null
1196,951,3,334.37,5.0
1196,157,4,22.26,3.0
1196,747,4,364.55,Null
1197,177,5,228.81,3.0
1198,190,4,354.69,5.0
1198,932,5,260.14,4.0
1199,491,1,376.28,5.0
1200,190,4,92.5,2.0
1200,961,2,410.28,Null
1200,773,5,494.87,5.0
1201,629,1,321.94,2.0
1202,139,1,448.92,5.0
1202,280,4,401.05,Null
1203,788,1,22.21,4.0
1203,839,1,265.34,3.0
1204,385,4,366.27,5.0
1204,628,5,421.13,5.0
1204,951,2,334.37,5.0
1205,159,4,381.5,4.0
1205,297,4,274.1,4.0
1205,268,4,280.9,5.0
1206,536,3,87.27,5.0
1206,354,1,21.6,3.0
1207,774,3,471.12,Null
1207,693,1,286.34,5.0
1207,914,2,104.05,2.0
1208,360,4,146.67,1.0
1208,157,4,22.26,3.0
1208,490,3,179.13,2.0
1209,257,3,265.26,4.0
1209,128,1,255.32,4.0
1210,175,2,358.95,5.0
1210,837,5,487.21,Null
1210,261,5,321.18,2.0
1211,781,5,460.75,5.0
1211,464,4,254.8,4.0
1212,705,5,393.49,4.0
1212,574,3,216.03,3.0
1212,125,2,402.42,2.0
1213,218,3,354.8,4.0
1213,222,5,372.61,1.0
1214,347,4,150.51,Null
1215,263,3,204.96,Null
1216,551,5,360.32,3.0
1217,747,4,168.47,Null
1218,991,2,208.47,Null
1218,375,5,25.87,3.0
1219,244,2,216.9,4.0
1220,445,3,354.64,Null
1221,899,1,230.49,4.0
1222,681,4,68.51,5.0
1223,642,5,367.65,5.0
1223,762,5,388.35,4.0
1223,434,3,198.08,Null
1224,499,2,484.81,Null
1225,332,3,160.94,Null
1225,394,4,343.76,5.0
1225,828,2,373.83,4.0
1226,667,2,116.74,5.0
1226,513,5,212.42,Null
1227,705,4,393.49,4.0
1228,536,2,87.27,5.0
1228,234,2,52.5,Null
1228,932,4,260.14,4.0
1229,202,2,176.72,1.0
1229,533,3,28.75,4.0
1229,889,1,75.71,2.0
1230,144,1,261.6,2.0
1230,881,4,219.26,2.0
1231,861,3,376.51,Null
1232,568,1,393.9,5.0
1233,209,1,152.68,5.0
1234,290,1,127.78,4.0
1234,814,2,83.97,4.0
1235,556,3,378.67,4.0
1235,463,2,494.66,4.0
1235,721,1,350.05,1.0
1236,651,2,61.91,2.0
1237,291,4,98.76,4.0
1238,819,4,467.51,2.0
1238,375,1,25.87,3.0
1239,880,4,162.38,5.0
1239,486,2,474.17,4.0
1240,199,5,53.77,Null
1241,715,3,405.02,Null
1241,636,3,349.54,5.0
1241,529,5,152.81,5.0
1242,531,5,477.5,5.0
1242,732,4,325.89,2.0
1243,576,5,443.43,5.0
1243,294,3,11.74,5.0
1244,151,4,357.67,4.0
1245,461,2,38.38,5.0
1245,522,3,162.83,5.0
1246,398,4,73.19,5.0
1247,122,3,470.43,4.0
1247,502,3,306.5,4.0
1248,526,1,122.23,5.0
1248,362,4,307.04,Null
1248,567,4,98.87,5.0
1249,140,4,139.43,4.0
1249,681,5,68.51,5.0
1249,604,2,488.49,4.0
1250,511,4,289.9,5.0
1250,486,1,431.91,5.0
1250,564,3,285.72,5.0
1251,144,3,201.32,Null
1251,684,2,107.79,3.0
1252,961,2,113.21,1.0
1252,973,5,83.17,Null
1252,186,2,365.04,3.0
1253,643,1,234.44,Null
1253,306,2,55.63,3.0
1254,564,5,285.72,5.0
1254,294,4,11.74,5.0
1255,661,3,297.8,Null
1255,706,2,272.75,Null
1255,554,2,59.93,Null
1256,563,2,483.96,3.0
1256,678,3,184.2,5.0
1257,866,2,148.31,5.0
1258,839,1,311.67,Null
1258,256,3,410.55,5.0
1259,364,5,195.85,1.0
1259,343,1,212.25,5.0
1259,439,2,476.53,4.0
1260,503,1,66.96,5.0
1260,380,2,302.49,5.0
1260,427,5,227.71,4.0
1261,797,5,164.55,5.0
1261,507,3,255.89,5.0
1262,400,2,389.49,4.0
1262,631,4,402.56,4.0
1262,175,2,101.45,3.0
1263,886,1,346.54,Null
1263,268,5,280.9,5.0
1263,182,4,116.03,2.0
1264,479,4,453.2,5.0
1265,622,5,75.02,4.0
1265,624,3,218.74,Null
1265,558,1,51.1,2.0
1266,893,3,40.2,5.0
1267,663,2,286.82,3.0
1267,643,5,208.59,4.0
1267,569,4,169.83,2.0
1268,646,1,135.56,Null
1268,952,4,203.61,Null
1269,158,5,178.2,3.0
1269,974,5,410.6,3.0
1269,710,5,303.16,4.0
1270,222,1,352.35,5.0
1271,869,1,419.98,4.0
1272,762,1,110.55,4.0
1272,471,3,411.33,4.0
1273,737,5,46.12,2.0
1273,317,3,213.16,5.0
1273,640,2,143.03,4.0
1274,536,5,87.27,5.0
1274,332,4,160.94,Null
1275,225,2,482.28,5.0
1275,497,3,481.95,3.0
1275,204,5,230.11,5.0
1276,236,5,366.17,5.0
1276,436,2,113.64,Null
1277,636,3,349.54,5.0
1277,232,2,408.95,2.0
1278,535,4,190.68,Null
1278,636,4,115.08,5.0
1279,154,5,129.83,3.0
1279,560,5,124.91,5.0
1280,882,2,293.0,5.0
1281,979,1,146.35,2.0
1282,517,1,310.39,4.0
1283,923,2,60.82,4.0
1283,222,1,148.67,5.0
1283,780,3,203.93,5.0
1284,544,2,79.96,5.0
1284,285,1,481.21,5.0
1285,787,4,260.64,5.0
1286,388,4,235.81,5.0
1286,417,5,36.52,Null
1286,633,5,272.92,3.0
1287,995,2,115.91,Null
1288,256,5,410.55,5.0
1288,817,1,287.85,4.0
1289,537,5,375.98,Null
1289,298,4,387.05,5.0
1289,589,4,231.85,Null
1290,974,2,410.6,3.0
1290,742,2,329.05,4.0
1290,757,5,274.59,Null
1291,854,1,372.39,5.0
1291,757,5,274.59,Null
1292,918,5,237.79,4.0
1292,187,5,248.91,5.0
1292,848,3,435.72,5.0
1293,983,3,419.8,Null
1293,325,1,156.87,3.0
1293,648,2,296.5,5.0
1294,311,4,306.44,Null
1295,702,2,128.45,2.0
1295,747,4,168.47,Null
1295,226,2,254.46,4.0
1296,825,1,125.64,3.0
1297,958,4,153.12,1.0
1298,923,3,60.82,4.0
1298,915,4,341.89,5.0
1299,890,4,82.41,1.0
1300,502,5,306.5,4.0
1301,910,2,167.32,5.0
1301,633,4,118.31,2.0
1302,430,1,405.65,5.0
1302,295,1,250.07,5.0
1302,369,1,83.08,5.0
1303,175,5,36.36,2.0
1304,716,4,82.65,3.0
1304,951,2,220.22,3.0
1304,184,4,457.54,4.0
1305,537,5,375.98,Null
1305,596,3,199.31,5.0
1305,348,3,276.39,5.0
1306,279,3,397.28,3.0
1306,970,2,189.89,5.0
1306,173,4,432.67,5.0
1307,140,3,139.43,4.0
1308,261,4,332.25,4.0
1308,290,5,127.78,4.0
1309,499,3,227.39,Null
1310,209,2,119.39,5.0
1310,557,1,146.28,4.0
1311,162,2,198.02,4.0
1311,405,5,405.54,5.0
1312,497,3,481.95,3.0
1313,750,5,103.2,5.0
1313,719,1,39.67,Null
1313,349,4,421.85,5.0
1314,797,5,164.55,5.0
1315,627,2,362.11,5.0
1315,756,1,90.79,Null
1316,471,2,149.61,5.0
1316,158,2,91.76,Null
1317,132,5,301.92,Null
1317,325,3,309.54,Null
1318,608,2,439.96,5.0
1318,773,3,153.95,Null
1319,624,5,257.73,5.0
1319,787,5,260.64,5.0
1319,735,1,267.65,4.0
1320,218,2,354.8,4.0
1321,222,2,148.67,5.0
1322,564,4,285.72,5.0
1322,222,2,352.35,5.0
1322,460,3,150.37,Null
1323,592,3,340.27,1.0
1324,642,2,367.65,5.0
1325,848,4,431.8,4.0
1326,674,1,95.99,5.0
1326,248,1,257.23,Null
1326,580,3,378.89,4.0
1327,203,3,129.35,5.0
1327,502,5,370.24,Null
1327,674,4,312.17,Null
1328,371,4,308.07,Null
1328,610,5,212.85,1.0
1329,705,4,393.49,4.0
1330,128,1,255.32,4.0
1330,629,4,344.86,5.0
1331,961,3,228.55,Null
1331,914,5,104.05,2.0
1332,957,2,376.19,5.0
1332,914,2,291.29,4.0
1332,961,2,410.28,Null
1333,775,2,476.13,4.0
1333,343,2,415.49,5.0
1334,236,3,366.17,5.0
1335,568,1,268.26,1.0
1335,721,1,31.75,Null
1335,597,3,445.82,Null
1336,615,2,340.85,4.0
1337,489,4,236.22,5.0
1337,325,2,309.54,Null
1337,480,2,353.23,Null
1338,775,3,82.98,Null
1338,568,1,494.81,3.0
1339,329,4,348.31,3.0
1340,533,1,28.75,4.0
1340,374,1,239.35,Null
1340,216,5,140.73,Null
1341,712,4,334.68,5.0
1341,733,1,185.4,5.0
1342,675,1,335.06,5.0
1342,144,5,162.7,5.0
1342,411,4,91.79,Null
1343,759,5,371.43,Null
1343,135,2,39.22,4.0
1343,555,3,311.86,Null
1344,177,5,196.97,1.0
1345,592,2,340.27,1.0
1346,967,2,381.31,Null
1347,101,4,92.22,5.0
1348,932,2,260.14,4.0
1348,816,4,81.96,2.0
1349,526,1,19.72,3.0
1349,877,5,96.94,Null
1349,233,1,474.06,5.0
1350,506,4,72.66,Null
1350,719,3,39.67,Null
1351,881,3,219.26,2.0
1351,794,1,100.1,4.0
1352,175,3,167.59,3.0
1352,448,5,287.5,Null
1353,922,3,183.3,5.0
1354,721,5,31.75,Null
1354,923,5,60.82,4.0
1354,854,5,366.14,5.0
1355,310,1,79.66,2.0
1355,438,1,132.98,Null
1355,860,5,145.57,Null
1356,576,4,443.43,5.0
1356,816,4,326.55,4.0
1357,440,4,121.5,4.0
1358,568,2,354.32,5.0
1358,350,5,137.12,4.0
1358,381,3,226.48,1.0
1359,388,4,78.2,1.0
1360,577,3,149.49,4.0
1360,995,4,115.91,Null
1361,204,1,93.29,5.0
1361,117,1,333.05,Null
1361,889,1,239.33,5.0
1362,586,4,395.01,5.0
1362,837,3,487.21,Null
1362,314,2,337.8,4.0
1363,977,3,368.91,5.0
1364,606,4,143.14,5.0
1364,753,5,263.69,5.0
1365,184,3,335.61,Null
1366,535,4,241.33,3.0
1367,853,5,309.64,4.0
1367,626,4,213.97,3.0
1367,510,3,345.89,Null
1368,391,4,224.84,5.0
1368,520,2,462.82,5.0
1369,280,2,300.18,Null
1369,775,3,256.12,3.0
1369,423,3,306.66,5.0
1370,205,1,210.55,5.0
1370,818,2,200.44,5.0
1371,479,3,276.73,3.0
1371,775,3,82.98,Null
1372,173,3,308.43,5.0
1372,182,4,116.03,2.0
1373,209,1,96.75,4.0
1374,418,5,246.68,5.0
1374,408,4,436.2,5.0
1374,343,1,240.37,5.0
1375,322,3,24.0,3.0
1375,290,5,127.78,4.0
1375,381,3,226.48,1.0
1376,112,1,288.22,5.0
1376,325,3,156.87,3.0
1377,538,1,266.15,3.0
1378,368,2,91.58,5.0
1379,893,3,316.41,4.0
1380,649,1,131.22,4.0
1380,955,2,457.29,1.0
1381,298,3,387.05,5.0
1381,508,5,498.66,5.0
1382,701,2,270.32,5.0
1383,817,2,287.85,4.0
1384,114,4,67.92,5.0
1384,355,1,149.77,5.0
1385,537,1,375.98,Null
1385,884,5,455.43,5.0
1386,828,4,395.78,5.0
1386,538,3,266.15,3.0
1386,484,1,393.51,2.0
1387,843,2,57.32,3.0
1388,914,4,104.05,2.0
1389,394,5,343.76,5.0
1390,472,5,213.76,5.0
1390,614,5,404.83,4.0
1390,897,1,14.47,5.0
1391,232,1,408.95,2.0
1391,890,4,82.41,1.0
1391,787,2,36.37,4.0
1392,563,2,292.9,Null
1393,199,5,53.77,Null
1393,909,5,414.37,Null
1393,897,4,14.47,5.0
1394,744,1,243.37,3.0
1395,464,5,254.8,4.0
1395,438,5,132.98,Null
1396,990,5,480.65,5.0
1397,247,4,65.87,1.0
1397,511,1,212.48,4.0
1397,346,3,158.75,4.0
1398,312,5,245.65,4.0
1399,837,3,87.3,5.0
1399,855,4,301.07,5.0
1400,953,1,220.73,4.0
1400,681,5,461.0,5.0
1400,858,3,374.39,4.0
1401,113,2,459.41,5.0
1401,369,3,343.37,5.0
1402,144,5,291.3,Null
1402,744,4,321.04,5.0
1403,620,5,455.6,5.0
1404,294,5,11.74,5.0
1404,615,2,86.15,4.0
1405,797,5,164.55,5.0
1405,636,5,115.08,5.0
1406,663,2,286.82,3.0
1406,622,4,325.73,5.0
1407,653,1,473.57,5.0
1408,327,1,499.5,Null
1408,364,4,195.85,1.0
1409,315,5,180.67,3.0
1409,643,3,263.87,Null
1409,190,5,68.79,5.0
1410,995,2,115.91,Null
1410,957,2,266.13,5.0
1410,106,4,87.9,Null
1411,182,1,116.03,2.0
1411,490,3,179.13,2.0
1412,220,2,266.27,2.0
1413,236,4,366.17,5.0
1413,614,4,404.83,4.0
1414,863,5,19.35,3.0
1414,246,3,117.78,4.0
1415,395,5,191.02,5.0
1415,405,1,292.9,Null
1415,983,2,419.8,Null
1416,719,4,39.67,Null
1417,766,2,119.75,5.0
1417,761,2,109.97,Null
1417,713,1,83.92,4.0
1418,522,5,204.96,5.0
1418,311,2,22.15,5.0
1419,299,5,225.1,5.0
1420,750,2,96.94,4.0
1420,124,3,36.1,3.0
1421,910,4,167.32,5.0
1422,957,5,266.13,5.0
1423,196,5,217.55,5.0
1423,759,1,371.43,Null
1423,804,3,106.07,Null
1424,106,4,87.9,Null
1424,322,4,24.0,3.0
1424,420,2,269.41,4.0
1425,500,5,149.72,5.0
1425,914,1,104.05,2.0
1425,322,5,24.0,3.0
1426,732,5,325.89,2.0
1427,125,2,117.37,4.0
1427,287,2,332.47,5.0
1428,845,5,297.33,3.0
1429,481,4,354.83,5.0
1429,413,1,433.67,Null
1429,870,3,158.05,5.0
1430,533,4,28.75,4.0
1430,614,4,144.95,5.0
1431,318,5,70.93,3.0
1432,276,2,188.78,Null
1433,684,4,23.0,5.0
1433,436,1,478.75,3.0
1434,512,4,312.87,5.0
1434,137,2,220.32,5.0
1435,629,4,344.86,5.0
1435,953,3,58.91,5.0
1435,646,5,135.56,Null
1436,688,3,44.8,5.0
1436,817,3,287.85,4.0
1436,395,5,161.05,5.0
1437,671,4,281.72,5.0
1437,395,5,197.66,Null
1437,490,1,179.13,2.0
1438,558,5,51.1,2.0
1438,184,1,335.61,Null
1439,347,2,150.51,Null
1439,426,4,232.33,Null
1439,867,2,308.4,3.0
1440,285,4,264.29,5.0
1441,580,5,378.89,4.0
1441,971,1,203.94,5.0
1442,660,4,66.56,5.0
1442,775,1,367.94,Null
1443,189,5,452.67,Null
1443,967,1,94.54,5.0
1443,977,2,196.87,3.0
1444,844,4,312.01,5.0
1444,137,2,220.32,5.0
1444,364,1,195.85,1.0
1445,588,4,264.15,3.0
1446,884,1,455.43,5.0
1446,511,2,212.48,4.0
1447,889,3,239.33,5.0
1447,481,2,354.83,5.0
1447,209,2,152.68,5.0
1448,681,4,232.24,Null
1449,568,2,354.32,5.0
1450,721,2,192.8,4.0
1450,112,4,375.13,5.0
1451,178,5,233.12,5.0
1452,360,5,146.67,1.0
1452,139,3,108.39,5.0
1452,756,5,90.79,Null
1453,898,4,279.81,3.0
1454,257,2,265.26,4.0
1454,115,4,475.89,5.0
1455,463,5,494.66,4.0
1455,614,5,144.95,5.0
1456,234,4,176.13,4.0
1456,398,2,73.19,5.0
1457,877,4,96.94,Null
1457,569,4,390.35,5.0
1458,300,5,452.9,5.0
1458,204,1,93.29,5.0
1459,222,1,423.22,2.0
1459,353,2,272.78,4.0
1460,941,3,391.43,Null
1461,955,4,457.29,1.0
1461,677,2,418.88,5.0
1462,246,4,65.13,Null
1462,375,3,25.87,3.0
1463,453,1,392.26,3.0
1463,634,5,286.55,Null
1464,759,2,233.24,5.0
1464,564,3,285.72,5.0
1464,200,2,422.99,5.0
1465,563,3,483.96,3.0
1466,615,4,340.85,4.0
1466,112,4,375.13,5.0
1466,471,5,493.95,5.0
1467,713,5,318.44,5.0
1467,713,2,88.02,5.0
1468,106,4,497.89,5.0
1469,476,4,234.56,5.0
1470,901,4,36.71,4.0
1471,922,2,157.95,4.0
1471,146,3,184.27,2.0
1471,490,4,179.13,2.0
1472,817,2,287.85,4.0
1472,237,1,240.26,1.0
1472,349,3,475.67,5.0
1473,615,4,86.15,4.0
1473,750,3,103.2,5.0
1473,775,5,367.94,Null
1474,682,1,240.56,4.0
1474,685,5,410.45,4.0
1474,806,5,433.77,5.0
1475,427,2,351.84,1.0
1475,157,5,200.44,5.0
1476,119,3,470.23,5.0
1477,349,5,456.63,5.0
